韻	調	字	簡化字	推導音	校正音	罕用標記	註
an	3	𣓧	𣓧	zhuan3			
an	3	𣛱	𣛱	dan4			
an	3	𣜨	𣜨	juan4			
an	3	𣞰	𣞰	lian4			
an	3	𣧻	𣧻	san4			
an	3	𣪏	𣪏	gan3			
an	3	𣳤	𣳤	zhan4			
an	3	𣵼	𣵼	gan4			
an	3	𣿊	𣿊	lian4			
an	3	𤁡	𤁡	dan4			
an	3	𤂳	𤂳	siuan4			
an	3	𤂿	𤂿	siuan4			
an	3	𤃨	𤃨	lan4			
an	3	𤅩	𤅩	han4			
an	3	𤅸	𤅸	yan4			
an	3	𤎡	𤎡	han4			
an	3	𤎥	𤎥	tan3			
an	3	𤎱	𤎱	ziuan3			
an	3	𤐨	𤐨	sian3			
an	3	𤒤	𤒤	lian3			
an	3	𤔔	𤔔	luan4			
an	3	𤗍	𤗍	yuan3			
an	3	𤗎	𤗎	yan3			
an	3	𤗛	𤗛	lian4			
an	3	𤜵	𤜵	jan4			
an	3	𤜵	𤜵	yan4			
an	3	𤟟	𤟟	yan4			
an	3	𤡥	𤡥	xan4			
an	3	𤣝	𤣝	sian3			
an	3	𤩄	𤩄	shuan4			
an	3	𤫣	𤫣	yan3			
an	3	𤬓	𤬓	lian3			
an	3	𤬝	𤬝	yan4			
an	3	𤬰	𤬰	qan4			
an	3	𤮜	𤮜	shan4			
an	3	𤮭	𤮭	chan4			
an	3	𤰝	𤰝	juan3			
an	3	𤲖	𤲖	tian3			
an	3	𤲫	𤲫	tuan3			
an	3	𤲬	𤲬	rhuan3			
an	3	𤲬	𤲬	rhuan4			
an	3	𤳉	𤳉	han4			
an	3	𤴯	𤴯	huan4			
an	3	𤷃	𤷃	ziuan4			
an	3	𤹨	𤹨	lian4			
an	3	𤺺	𤺺	dan3			
an	3	𤺻	𤺻	ziuan4			
an	3	𤻶	𤻶	bian4			
an	3	𤼐	𤼐	guan4			
an	3	𤿧	𤿧	han4			
an	3	𥀹	𥀹	jan3			
an	3	𥁔	𥁔	fan4			
an	3	𥁺	𥁺	tan3			
an	3	𥆊	𥆊	ciuan4			
an	3	𥆗	𥆗	guan4			
an	3	𥈉	𥈉	huan4			
an	3	𥈔	𥈔	yan3			
an	3	𥈔	𥈔	yan4			
an	3	𥉛	𥉛	yan4			
an	3	𥊳	𥊳	zhan3			
an	3	𥌈	𥌈	jan4			
an	3	𥌊	𥌊	pan4			
an	3	𥌭	𥌭	xuan4			
an	3	𥍹	𥍹	jan3			
an	3	𥕌	𥕌	zian4			
an	3	𥙮	𥙮	sian3			
an	3	𥛁	𥛁	quan4			
an	3	𥣰	𥣰	bian3			
an	3	𥤓	𥤓	bian3			
an	3	𥥦	𥥦	dan4			
an	3	𥧬	𥧬	qan3			
an	3	𥬕	𥬕	rhan3			
an	3	𥮏	𥮏	dian3			
an	3	𥰳	𥰳	sian4			
an	3	𥰸	𥰸	zian3			
an	3	𥲄	𥲄	dan4			
an	3	𥲈	𥲈	man3			
an	3	𥳐	𥳐	qan3			
an	3	𥳒	𥳒	jan3			
an	3	𥳟	𥳟	zian3			
an	3	𥳭	𥳭	zian4			
an	3	𥴶	𥴶	tan3			
an	3	𥶷	𥶷	siuan3			
an	3	𥸡	𥸡	gan3			
an	3	𥸭	𥸭	juan4			
an	3	𥹇	𥹇	fan4			
an	3	𥻂	𥻂	lan3			
an	3	𥻇	𥻇	xan4			
an	3	𥻩	𥻩	mian4			
an	3	𥽏	𥽏	xan4			
an	3	𥽭	𥽭	lan3			
an	3	𥽽	𥽽	shan3			
an	3	𥽽	𥽽	chuan3			
an	3	𦁆	𦁆	zhuan4			
an	3	𦁇	𦁇	nian4			
an	3	𦁙	𦁙	yuan3			
an	3	𦂇	𦂇	jan3			
an	3	𦂔	𦂔	wan4			
an	3	𦃖	𦃖	tan3			
an	3	𦄒	𦄒	bian3			
an	3	𦆀	𦆀	chan3			
an	3	𦆀	𦆀	sian4			
an	3	𦆈	𦆈	zuan3			
an	3	𦇏	𦇏	xuan4			
an	3	𦉕	𦉕	shan4			
an	3	𦊔	𦊔	nian3			
an	3	𦌔	𦌔	shan4			
an	3	𦌔	𦌔	siuan4			
an	3	𦌫	𦌫	nian3			
an	3	𦌻	𦌻	siuan3			
an	3	𦌾	𦌾	juan4			
an	3	𦍀	𦍀	nan4			
an	3	𦐃	𦐃	nan3			
an	3	𦑎	𦑎	yan4			
an	3	𦒻	𦒻	dian3			
an	3	𦒻	𦒻	dian4			
an	3	𦓝	𦓝	zhuan3			
an	3	𦔔	𦔔	man4			
an	3	𦗢	𦗢	zhan3			
an	3	𦛔	𦛔	siuan4			
an	3	𦜒	𦜒	fan3			
an	3	𦞿	𦞿	wan4			
an	3	𦠆	𦠆	shuan4			
an	3	𦥘	𦥘	bian3			
an	3	𦭶	𦭶	sian3			
an	3	𦱏	𦱏	wan4			
an	3	𦲯	𦲯	wan4			
an	3	𦵹	𦵹	tan3			
an	3	𦺍	𦺍	zian3			
an	3	𦺖	𦺖	man3			
an	3	𦺲	𦺲	shuan4			
an	3	𦼱	𦼱	ziuan4			
an	3	𦾶	𦾶	zian4			
an	3	𧀵	𧀵	shan3			
an	3	𧂄	𧂄	dan4			
an	3	𧃙	𧃙	han4			
an	3	𧆐	𧆐	gan3			
an	3	𧆐	𧆐	gan4			
an	3	𧈪	𧈪	chan3			
an	3	𧉤	𧉤	fan4			
an	3	𧊔	𧊔	yan3			
an	3	𧍙	𧍙	fan4			
an	3	𧍢	𧍢	yan3			
an	3	𧎰	𧎰	zhan3			
an	3	𧕇	𧕇	sian3			
an	3	𧕣	𧕣	ziuan3			
an	3	𧗀	𧗀	kan4			
an	3	𧗳	𧗳	xuan4			
an	3	𧗸	𧗸	ziuan4			
an	3	𧙧	𧙧	jan4			
an	3	𧚫	𧚫	cian4			
an	3	𧝑	𧝑	zhan4			
an	3	𧞣	𧞣	yan3			
an	3	𧟉	𧟉	jan3			
an	3	𧡩	𧡩	xuan3			
an	3	𧡩	𧡩	huan4			
an	3	𧡪	𧡪	dan4			
an	3	𧣴	𧣴	zhan3			
an	3	𧥛	𧥛	qan3			
an	3	𧥜	𧥜	yan3			
an	3	𧦪	𧦪	bian4			
an	3	𧮺	𧮺	zhan4			
an	3	𧯦	𧯦	juan4			
an	3	𧲛	𧲛	zian4			
an	3	𧴭	𧴭	shan3			
an	3	𧵊	𧵊	han4			
an	3	𧵏	𧵏	shan3			
an	3	𧶲	𧶲	huan4			
an	3	𧸖	𧸖	zhan4			
an	3	𧸘	𧸘	lian4			
an	3	𧹳	𧹳	gan4			
an	3	𧺾	𧺾	pan3			
an	3	𧽍	𧽍	dian4			
an	3	𧾣	𧾣	xuan3			
an	3	𧾣	𧾣	xuan4			
an	3	𧾨	𧾨	xan4			
an	3	𧾩	𧾩	siuan4			
an	3	𨁍	𨁍	yan4			
an	3	𨁹	𨁹	yan3			
an	3	𨆁	𨆁	tian3			
an	3	𨇧	𨇧	chuan3			
an	3	𨊼	𨊼	xuan4			
an	3	𨋚	𨋚	nian3			
an	3	𨎹	𨎹	lan3			
an	3	𨏉	𨏉	shuan4			
an	3	𨏊	𨏊	xan4			
an	3	𨘇	𨘇	xan4			
an	3	𨝑	𨝑	guan4			
an	3	𨞼	𨞼	wan4			
an	3	𨠒	𨠒	fan4			
an	3	𨣇	𨣇	jan4			
an	3	𨣨	𨣨	lan4			
an	3	𨩪	𨩪	chan3			
an	3	𨭖	𨭖	zhan3			
an	3	𨲊	𨲊	an4			
an	3	𨷓	𨷓	zian4			
an	3	𨷱	𨷱	zhuan3			
an	3	𨸱	𨸱	nian3			
an	3	𨸱	𨸱	tian4			
an	3	𨹵	𨹵	juan3			
an	3	𨺫	𨺫	qan3			
an	3	𨼒	𨼒	chan3			
an	3	𨼮	𨼮	zhan4			
an	3	𩁧	𩁧	huan4			
an	3	𩃗	𩃗	yan3			
an	3	𩃵	𩃵	rhan3			
an	3	𩅀	𩅀	dian4			
an	3	𩅼	𩅼	zhan4			
an	3	𩅼	𩅼	lian4			
an	3	𩆵	𩆵	sian4			
an	3	𩈉	𩈉	dan4			
an	3	𩈬	𩈬	wan4			
an	3	𩈶	𩈶	nan3			
an	3	𩈹	𩈹	mian4			
an	3	𩈻	𩈻	zhan4			
an	3	𩉥	𩉥	xuan4			
an	3	𩋠	𩋠	mian3			
an	3	𩋢	𩋢	xuan4			
an	3	𩋦	𩋦	duan4			
an	3	𩌑	𩌑	yuan3			
an	3	𩎌	𩎌	xan4			
an	3	𩎺	𩎺	yuan3			
an	3	𩏇	𩏇	tuan3			
an	3	𩏩	𩏩	xan3			
an	3	𩑳	𩑳	qan3			
an	3	𩑹	𩑹	xuan4			
an	3	𩒝	𩒝	dian3			
an	3	𩔃	𩔃	yuan3			
an	3	𩔊	𩔊	shuan4			
an	3	𩕊	𩕊	zhan3			
an	3	𩕾	𩕾	yuan4			
an	3	𩘍	𩘍	yuan3			
an	3	𩚳	𩚳	fan4			
an	3	𩛎	𩛎	man3			
an	3	𩝡	𩝡	qan3			
an	3	𩞿	𩞿	han4			
an	3	𩟗	𩟗	zian3			
an	3	𩢔	𩢔	ban4			
an	3	𩥇	𩥇	zhan4			
an	3	𩥮	𩥮	shan3			
an	3	𩩯	𩩯	bian4			
an	3	𩶤	𩶤	sian3			
an	3	𩹼	𩹼	han4			
an	3	𩻝	𩻝	shuan4			
an	3	𩽜	𩽜	jan3			
an	3	𩾺	𩾺	dan4			
an	3	𪆶	𪆶	can4			
an	3	𪆻	𪆻	dan3			
an	3	𪉜	𪉜	zhan4			
an	3	𪉦	𪉦	gan4			
an	3	𪉦	𪉦	jan4			
an	3	𪉧	𪉧	tan4			
an	3	𪉯	𪉯	kan4			
an	3	𪉱	𪉱	bian4			
an	3	𪉿	𪉿	kan4			
an	3	𪊇	𪊇	tan4			
an	3	𪋐	𪋐	nuan4			
an	3	𪍦	𪍦	lian3			
an	3	𪍶	𪍶	shan4			
an	3	𪍺	𪍺	huan4			
an	3	𪐂	𪐂	quan3			
an	3	𪑩	𪑩	dian4			
an	3	𪒠	𪒠	yan3			
an	3	𪒠	𪒠	yan4			
an	3	𪗙	𪗙	yan3			
an	3	𪗛	𪗛	yan3			
an	3	𪘪	𪘪	shan4			
an	3	𪙊	𪙊	yan4			
an	3			liuan4			
ang	1	匚	匚	fang1			
ang	1	尢	尢	wang1			
ang	1	亢	亢	gang1			
ang	1	尣	尣	wang1			
ang	1	方	方	fang1			
ang	1	央	央	yang1			
ang	1	夯	夯	xang1			
ang	1	㠵	㠵	huang1			
ang	1	光	光	guang1			
ang	1	匡	匡	kuang1			
ang	1	巟	巟	huang1			
ang	1	扛	扛	jang1			
ang	1	江	江	jang1			
ang	1	灮	灮	guang1			
ang	1	邟	邟	kang1			
ang	1	邡	邡	fang1			
ang	1	邦	邦	bang1			
ang	1	㲽	㲽	shang1			
ang	1	佒	佒	ang1			
ang	1	囪	囱	chuang1			
ang	1	坊	坊	fang1			
ang	1	妝	妆	zhuang1			
ang	1	妨	妨	fang1			
ang	1	尪	尪	wang1			
ang	1	忼	忼	hang1			
ang	1	杠	杠	jang1			
ang	1	汪	汪	wang1			
ang	1	汸	汸	fang1			
ang	1	玒	玒	jang1			
ang	1	皀	皀	xang1			
ang	1	羌	羌	qang1			
ang	1	肓	肓	huang1			
ang	1	肛	肛	jang1			
ang	1	肛	肛	xang1			
ang	1	芳	芳	fang1			
ang	1	苀	苀	gang1			
ang	1	迒	迒	gang1			
ang	1	㰠	㰠	hang1			
ang	1	㹧	㹧	ang1			
ang	1	㽵	㽵	zhuang1			
ang	1	侊	侊	guang1			
ang	1	劻	匡	kuang1			
ang	1	咉	咉	ang1			
ang	1	姎	姎	ang1			
ang	1	岡	冈	gang1			
ang	1	戕	戕	zang1			
ang	1	斨	斨	ciang1			
ang	1	昌	昌	chang1			
ang	1	枋	枋	fang1			
ang	1	泱	泱	yang1			
ang	1	炕	炕	hang1			
ang	1	牥	牥	fang1			
ang	1	牨	牨	gang1			
ang	1	矼	矼	jang1			
ang	1	肪	肪	fang1			
ang	1	肮	肮	ang1			
ang	1	邼	邼	kuang1			
ang	1	㡆	㡆	huang1			
ang	1	䄱	䄱	fang1			
ang	1	匨	匨	zang1			
ang	1	垙	垙	guang1			
ang	1	垹	垹	bang1			
ang	1	姜	姜	jang1			
ang	1	恇	恇	kuang1			
ang	1	恍	恍	guang1			
ang	1	桒	桒	sang1			
ang	1	殃	殃	yang1			
ang	1	洭	洭	kuang1			
ang	1	洸	洸	guang1			
ang	1	洸	洸	wang1			
ang	1	相	相	siang1			
ang	1	缸	缸	gang1			
ang	1	胦	胦	yang1			
ang	1	舡	舡	xang1			
ang	1	茪	茪	guang1			
ang	1	茳	茳	jang1			
ang	1	荒	荒	huang1			
ang	1	衁	衁	huang1			
ang	1	香	香	xang1			
ang	1	䄃	䄃	yang1			
ang	1	䍧	䍧	zang1			
ang	1	䜫	䜫	jang1			
ang	1	倀	伥	chang1			
ang	1	倉	仓	cang1			
ang	1	倡	倡	chang1			
ang	1	剛	刚	gang1			
ang	1	样	样	zang1			
ang	1	桄	桄	guang1			
ang	1	框	框	kuang1			
ang	1	桑	桑	sang1			
ang	1	梆	梆	bang1			
ang	1	淓	淓	fang1			
ang	1	猐	猐	qang1			
ang	1	畕	畕	jang1			
ang	1	眏	眏	ang1			
ang	1	秧	秧	yang1			
ang	1	笐	笐	gang1			
ang	1	罡	罡	gang1			
ang	1	胮	胮	pang1			
ang	1	胱	胱	guang1			
ang	1	莊	庄	zhuang1			
ang	1	蚄	蚄	fang1			
ang	1	豇	豇	jang1			
ang	1	䀮	䀮	huang1			
ang	1	商	商	shang1			
ang	1	啌	啌	xang1			
ang	1	堈	堈	gang1			
ang	1	娼	娼	chang1			
ang	1	將	将	ciang1			
ang	1	將	将	ziang1			
ang	1	崆	崆	qang1			
ang	1	崗	岗	gang1			
ang	1	康	康	kang1			
ang	1	張	张	zhang1			
ang	1	悾	悾	qang1			
ang	1	掆	掆	gang1			
ang	1	控	控	qang1			
ang	1	涳	涳	qang1			
ang	1	猖	猖	chang1			
ang	1	眶	眶	kuang1			
ang	1	窓	窓	chuang1			
ang	1	章	章	zhang1			
ang	1	菖	菖	chang1			
ang	1	趽	趽	fang1			
ang	1	鄉	乡	xang1			
ang	1	釭	釭	jang1			
ang	1	㓻	㓻	gang1			
ang	1	䒰	䒰	kuang1			
ang	1	䖱	䖱	kuang1			
ang	1	傖	伧	cang1			
ang	1	凔	凔	cang1			
ang	1	創	创	chuang1			
ang	1	喪	丧	sang1			
ang	1	堫	堫	chuang1			
ang	1	廂	厢	siang1			
ang	1	椌	椌	qang1			
ang	1	湘	湘	siang1			
ang	1	湯	汤	shang1			
ang	1	湯	汤	tang1			
ang	1	犅	犅	gang1			
ang	1	琩	琩	chang1			
ang	1	窗	窗	chuang1			
ang	1	筐	筐	kuang1			
ang	1	腔	腔	qang1			
ang	1	葙	葙	siang1			
ang	1	鈁	钫	fang1			
ang	1	雱	雱	pang1			
ang	1	㾤	㾤	qang1			
ang	1	䊋	䊋	zhuang1			
ang	1	傷	伤	shang1			
ang	1	僙	僙	guang1			
ang	1	嗆	呛	ciang1			
ang	1	堽	堽	gang1			
ang	1	搶	抢	ciang1			
ang	1	滂	滂	pang1			
ang	1	滄	沧	cang1			
ang	1	牎	牎	chuang1			
ang	1	當	当	dang1			
ang	1	畺	畺	jang1			
ang	1	禓	禓	shang1			
ang	1	蒼	苍	cang1			
ang	1	蜣	蜣	qang1			
ang	1	裝	装	zhuang1			
ang	1	裮	裮	chang1			
ang	1	跫	跫	qang1			
ang	1	軭	軭	kuang1			
ang	1	輄	輄	guang1			
ang	1	鄣	鄣	zhang1			
ang	1	鉠	鉠	yang1			
ang	1	障	障	zhang1			
ang	1	㝩	㝩	kang1			
ang	1	㼹	㼹	kang1			
ang	1	㼹	㼹	qang1			
ang	1	塲	塲	shang1			
ang	1	墇	墇	zhang1			
ang	1	嫜	嫜	zhang1			
ang	1	嶈	嶈	ciang1			
ang	1	彰	彰	zhang1			
ang	1	慞	慞	zhang1			
ang	1	慯	慯	shang1			
ang	1	戧	戗	chuang1			
ang	1	摐	摐	chuang1			
ang	1	摪	摪	ziang1			
ang	1	槍	枪	ciang1			
ang	1	漮	漮	kang1			
ang	1	漲	涨	zhang1			
ang	1	漳	漳	zhang1			
ang	1	牄	牄	ciang1			
ang	1	獐	獐	zhang1			
ang	1	瑲	瑲	ciang1			
ang	1	粻	粻	zhang1			
ang	1	綱	纲	gang1			
ang	1	羫	羫	qang1			
ang	1	臧	臧	zang1			
ang	1	蔁	蔁	zhang1			
ang	1	蔏	蔏	shang1			
ang	1	蔣	蒋	ziang1			
ang	1	薌	芗	xang1			
ang	1	㱂	㱂	kang1			
ang	1	䎫	䎫	chuang1			
ang	1	䯑	䯑	kuang1			
ang	1	僵	僵	jang1			
ang	1	儅	当	dang1			
ang	1	憃	憃	chuang1			
ang	1	暲	暲	zhang1			
ang	1	槺	槺	kang1			
ang	1	樁	桩	zhuang1			
ang	1	樟	樟	zhang1			
ang	1	殤	殇	shang1			
ang	1	漿	浆	ziang1			
ang	1	璋	璋	zhang1			
ang	1	瘡	疮	chuang1			
ang	1	磅	磅	pang1			
ang	1	箱	箱	siang1			
ang	1	緗	缃	siang1			
ang	1	膷	膷	xang1			
ang	1	蝪	蝪	tang1			
ang	1	谾	谾	xang1			
ang	1	魧	魧	gang1			
ang	1	鴋	鴋	fang1			
ang	1	䄝	䄝	chuang1			
ang	1	䐠	䐠	hang1			
ang	1	壃	壃	jang1			
ang	1	橫	横	guang1			
ang	1	穅	穅	kang1			
ang	1	篬	篬	ciang1			
ang	1	縍	縍	bang1			
ang	1	艙	舱	cang1			
ang	1	薑	姜	jang1			
ang	1	薚	薚	tang1			
ang	1	踼	踼	tang1			
ang	1	鄺	邝	huang1			
ang	1	鋼	钢	gang1			
ang	1	錆	锖	ciang1			
ang	1	閶	阊	chang1			
ang	1	霙	霙	yang1			
ang	1	餦	餦	zhang1			
ang	1	鴦	鸯	ang1			
ang	1	鴦	鸯	yang1			
ang	1	㹔	㹔	jang1			
ang	1	䗧	䗧	kang1			
ang	1	幫	帮	bang1			
ang	1	橿	橿	jang1			
ang	1	檔	档	dang1			
ang	1	殭	僵	jang1			
ang	1	璫	璫	dang1			
ang	1	盪	荡	tang1			
ang	1	糠	糠	kang1			
ang	1	螪	螪	shang1			
ang	1	螿	螿	ziang1			
ang	1	襄	襄	siang1			
ang	1	謒	謒	ciang1			
ang	1	蹌	跄	ciang1			
ang	1	霜	霜	shuang1			
ang	1	㼕	㼕	dang1			
ang	1	䚎	䚎	chuang1			
ang	1	䨦	䨦	pang1			
ang	1	礓	礓	jang1			
ang	1	簜	簜	tang1			
ang	1	襠	裆	dang1			
ang	1	觴	觞	shang1			
ang	1	蹡	蹡	ciang1			
ang	1	躿	躿	kang1			
ang	1	鎊	镑	pang1			
ang	1	雙	双	shuang1			
ang	1	鞤	鞤	bang1			
ang	1	䗵	䗵	jang1			
ang	1	瀧	泷	shuang1			
ang	1	疆	疆	jang1			
ang	1	簹	簹	dang1			
ang	1	繮	繮	jang1			
ang	1	蟷	蟷	dang1			
ang	1	鏘	锵	ciang1			
ang	1	鏜	镗	tang1			
ang	1	鏦	鏦	chuang1			
ang	1	闛	闛	tang1			
ang	1	顙	颡	ciang1			
ang	1	鯧	鲳	chang1			
ang	1	䵮	䵮	shang1			
ang	1	孀	孀	shuang1			
ang	1	忀	忀	siang1			
ang	1	欀	欀	siang1			
ang	1	瓖	镶	siang1			
ang	1	贓	赃	zang1			
ang	1	鐺	铛	dang1			
ang	1	霶	霶	pang1			
ang	1	騻	騻	shuang1			
ang	1	髒	脏	zang1			
ang	1	鶬	鶬	cang1			
ang	1	鶬	鶬	ciang1			
ang	1	鼚	鼚	chang1			
ang	1	韁	缰	jang1			
ang	1	鱂	鱂	ziang1			
ang	1	鷞	鷞	shuang1			
ang	1	麞	麞	zhang1			
ang	1	䵼	䵼	shang1			
ang	1	纕	纕	siang1			
ang	1	蠰	蠰	shuang1			
ang	1	䉶	䉶	shuang1			
ang	1	艭	艭	shuang1			
ang	1	鼞	鼞	tang1			
ang	1	䝄	䝄	shuang1			
ang	1	鑲	镶	siang1			
ang	1	饟	饷	shang1			
ang	1	驤	骧	siang1			
ang	1	驦	驦	shuang1			
ang	1	鸘	鸘	shuang1			
ang	1	𠛂	𠛂	chuang1			
ang	1	𠥐	𠥐	cang1			
ang	1	𠸶	𠸶	sang1			
ang	1	𡸓	𡸓	qang1			
ang	1	𢥠	𢥠	shuang1			
ang	1	𢪇	𢪇	ziang1			
ang	1	𣂆	𣂆	pang1			
ang	1	𣆖	𣆖	huang1			
ang	1	𣺬	𣺬	huang1			
ang	1	𣻛	𣻛	zhuang1			
ang	1	𤟄	𤟄	qang1			
ang	1	𤭛	𤭛	gang1			
ang	1	𤮊	𤮊	kang1			
ang	1	𤰫	𤰫	bang1			
ang	1	𤳈	𤳈	shang1			
ang	1	𤵸	𤵸	pang1			
ang	1	𥉽	𥉽	kang1			
ang	1	𥍷	𥍷	chuang1			
ang	1	𥏻	𥏻	shang1			
ang	1	𥏻	𥏻	ciang1			
ang	1	𥡃	𥡃	huang1			
ang	1	𥡟	𥡟	chuang1			
ang	1	𥿼	𥿼	huang1			
ang	1	𦅇	𦅇	sang1			
ang	1	𦡁	𦡁	dang1			
ang	1	𦳝	𦳝	chang1			
ang	1	𦳝	𦳝	tang1			
ang	1	𧅁	𧅁	jang1			
ang	1	𧜧	𧜧	chuang1			
ang	1	𧢸	𧢸	jang1			
ang	1	𧧢	𧧢	huang1			
ang	1	𧧮	𧧮	huang1			
ang	1	𧲱	𧲱	ang1			
ang	1	𧶜	𧶜	shang1			
ang	1	𧼮	𧼮	tang1			
ang	1	𨄚	𨄚	ciang1			
ang	1	𨇯	𨇯	shuang1			
ang	1	𨋪	𨋪	xang1			
ang	1	𨎩	𨎩	guang1			
ang	1	𨎴	𨎴	dang1			
ang	1	𨢐	𨢐	bang1			
ang	1	𨶆	𨶆	ciang1			
ang	1	𨻷	𨻷	kang1			
ang	1	𩀞	𩀞	cang1			
ang	1	𩌬	𩌬	zhang1			
ang	1	𩐨	𩐨	pang1			
ang	1	𩢼	𩢼	kuang1			
ang	1	𩣐	𩣐	huang1			
ang	1	𩦌	𩦌	sang1			
ang	1	𩧉	𩧉	guang1			
ang	1	𩩝	𩩝	qang1			
ang	1	𩬹	𩬹	kuang1			
ang	1	𪁘	𪁘	wang1			
ang	1	𪄲	𪄲	shang1			
ang	1	𪅂	𪅂	zhang1			
ang	1	𪐿	𪐿	pang1			
ang	1	𪔔	𪔔	pang1			
ang	1	𪙝	𪙝	ciang1			
ang	2	亡	亡	wang2			
ang	2	亾	亾	wang2			
ang	2	卬	昂	ang2			
ang	2	方	方	fang2			
ang	2	王	王	wang2			
ang	2	疒	疒	chuang2			
ang	2	邙	邙	mang2			
ang	2	邙	邙	wang2			
ang	2	吂	吂	mang2			
ang	2	夅	夅	xang2			
ang	2	忙	忙	mang2			
ang	2	汒	汒	mang2			
ang	2	羊	羊	yang2			
ang	2	芒	芒	mang2			
ang	2	芒	芒	wang2			
ang	2	邟	邟	hang2			
ang	2	防	防	fang2			
ang	2	行	行	hang2			
ang	2	㞷	㞷	kuang2			
ang	2	吭	吭	hang2			
ang	2	坊	坊	fang2			
ang	2	尨	尨	mang2			
ang	2	床	床	chuang2			
ang	2	彷	彷	pang2			
ang	2	彺	彺	wang2			
ang	2	抗	抗	hang2			
ang	2	杗	杗	mang2			
ang	2	杗	杗	wang2			
ang	2	沆	沆	hang2			
ang	2	狂	狂	kuang2			
ang	2	苀	苀	hang2			
ang	2	迒	迒	hang2			
ang	2	良	良	liang2			
ang	2	佯	佯	ciang2			
ang	2	佯	佯	yang2			
ang	2	坣	坣	tang2			
ang	2	尚	尚	chang2			
ang	2	戕	戕	ciang2			
ang	2	房	房	fang2			
ang	2	房	房	pang2			
ang	2	昂	昂	ang2			
ang	2	杭	杭	hang2			
ang	2	枊	枊	ang2			
ang	2	牀	牀	chuang2			
ang	2	肪	肪	fang2			
ang	2	肮	肮	hang2			
ang	2	長	长	chang2			
ang	2	降	降	xang2			
ang	2	㟅	㟅	yang2			
ang	2	厖	厖	mang2			
ang	2	庠	庠	siang2			
ang	2	徉	徉	yang2			
ang	2	恾	恾	mang2			
ang	2	昜	昜	yang2			
ang	2	洋	洋	siang2			
ang	2	洋	洋	yang2			
ang	2	洚	洚	xang2			
ang	2	皇	皇	huang2			
ang	2	缸	缸	xang2			
ang	2	茫	茫	mang2			
ang	2	逄	逄	pang2			
ang	2	㝗	㝗	lang2			
ang	2	㟌	㟌	mang2			
ang	2	㟍	㟍	lang2			
ang	2	䍿	䍿	huang2			
ang	2	䒢	䒢	ang2			
ang	2	哤	哤	mang2			
ang	2	哴	哴	lang2			
ang	2	唐	唐	tang2			
ang	2	娏	娏	mang2			
ang	2	娘	娘	niang2			
ang	2	旁	旁	pang2			
ang	2	栙	栙	xang2			
ang	2	样	样	yang2			
ang	2	桁	桁	hang2			
ang	2	欴	欴	lang2			
ang	2	浝	浝	mang2			
ang	2	烊	烊	yang2			
ang	2	狵	狵	mang2			
ang	2	缻	缻	xang2			
ang	2	胮	胮	pang2			
ang	2	胻	胻	hang2			
ang	2	航	航	hang2			
ang	2	莣	莣	wang2			
ang	2	莨	莨	lang2			
ang	2	蚟	蚟	wang2			
ang	2	蚢	蚢	hang2			
ang	2	浪	浪	lang2			
ang	2	狼	狼	lang2			
ang	2	凉	凉	liang2			
ang	2	祥	祥	siang2			
ang	2	㙊	㙊	chang2			
ang	2	䀮	䀮	mang2			
ang	2	偟	偟	huang2			
ang	2	凰	凰	huang2			
ang	2	堂	堂	tang2			
ang	2	常	常	chang2			
ang	2	強	强	qang2			
ang	2	徜	徜	chang2			
ang	2	朚	朚	mang2			
ang	2	朚	朚	wang2			
ang	2	望	望	wang2			
ang	2	桹	桹	lang2			
ang	2	涳	涳	nang2			
ang	2	涼	凉	liang2			
ang	2	淙	淙	chuang2			
ang	2	牻	牻	mang2			
ang	2	琅	琅	lang2			
ang	2	瓺	瓺	chang2			
ang	2	痒	痒	siang2			
ang	2	眻	眻	yang2			
ang	2	硭	硭	wang2			
ang	2	萇	苌	chang2			
ang	2	蓈	蓈	lang2			
ang	2	趽	趽	pang2			
ang	2	軖	軖	kuang2			
ang	2	陽	阳	yang2			
ang	2	隍	隍	huang2			
ang	2	梁	梁	liang2			
ang	2	㭿	㭿	ang2			
ang	2	㹁	㹁	liang2			
ang	2	䧜	䧜	tang2			
ang	2	傍	傍	pang2			
ang	2	傏	傏	tang2			
ang	2	啺	啺	tang2			
ang	2	堭	堭	huang2			
ang	2	場	场	chang2			
ang	2	媓	媓	huang2			
ang	2	崲	崲	huang2			
ang	2	崵	崵	yang2			
ang	2	徨	徨	huang2			
ang	2	惶	惶	huang2			
ang	2	揚	扬	yang2			
ang	2	敭	敭	yang2			
ang	2	棠	棠	tang2			
ang	2	椋	椋	liang2			
ang	2	榔	榔	lang2			
ang	2	湟	湟	huang2			
ang	2	瑯	琅	lang2			
ang	2	痝	痝	mang2			
ang	2	硠	硠	lang2			
ang	2	稂	稂	lang2			
ang	2	筕	筕	hang2			
ang	2	翔	翔	siang2			
ang	2	舽	舽	pang2			
ang	2	葟	葟	huang2			
ang	2	蛘	蛘	yang2			
ang	2	遑	遑	huang2			
ang	2	黃	黄	huang2			
ang	2	量	量	liang2			
ang	2	䜶	䜶	xang2			
ang	2	䩕	䩕	ang2			
ang	2	塘	塘	tang2			
ang	2	搪	搪	tang2			
ang	2	暘	阳	yang2			
ang	2	楊	杨	yang2			
ang	2	溏	溏	tang2			
